D,47,A,31,261,498550,Y
D,22,D,54,293,60426.6,N
D,49,D,40,98,145695,Y
D,23,A,39,231,220496.05,Y
D,10,D,48,25,210715,Y
D,24,D,25,21,209433,Y
D,4,D,3,31,168493,N
D,43,A,24,213,392346,N
D,4,D,53,243,90121.2,N
D,8,D,32,105,298654,Y
D,32,D,52,127,82659.4,N
D,42,A,5,178,390439,N
D,42,D,21,73,263024,N
D,43,A,32,281,240059,N
D,6,D,48,103,361324,N
D,26,D,2,144,180380.05,Y
D,24,A,49,17,190451,N
D,37,D,39,29,442137,N
D,16,A,21,176,59465.3,Y
D,5,D,41,161,10193.2,Y
D,44,D,28,295,90945.2,N
D,35,D,2,131,325861,N
D,38,A,42,100,352748,Y
D,18,A,60,119,143880,Y
D,28,D,58,213,287942,Y
D,29,A,44,1,17777,Y
D,10,D,18,68,46708.6,Y
D,30,A,15,247,16235.8,N
D,35,A,35,156,30350.7,Y
D,10,A,2,191,114887,N
D,18,D,26,55,44328.1,Y
D,44,A,18,128,150838,Y
D,7,D,49,223,152074,Y
D,17,A,40,142,21744.4,Y
D,16,D,0,132,297586,N
D,29,A,16,43,193823,Y
D,9,D,16,291,393674,N
D,26,A,20,242,78173.2,N
D,33,A,9,206,446699,N
D,10,D,10,40,349300,Y
D,0,A,2,2,441755,N
D,38,D,43,118,138951,N
D,13,A,34,255,403974,Y
D,20,D,26,63,373226,N
D,41,D,8,257,218970,Y
D,15,D,45,28,305368,N
D,50,D,40,135,428510,N
D,2,D,43,285,317377,Y
D,14,A,0,57,94851.5,Y
D,14,D,40,182,148808,N
D,9,A,33,250,75930.1,Y
D,34,A,16,161,242790,N
D,9,A,12,54,155095,N
D,49,D,50,289,49974.1,Y
D,14,A,2,248,167180,N
D,41,D,24,261,350932,N
D,33,D,41,162,15778.1,N
D,16,D,40,260,279458,Y
D,35,D,55,120,246330,Y
D,20,D,15,201,318659,N
D,24,D,34,155,32792.1,Y
D,37,A,30,145,231315,N
D,49,A,22,202,74129.5,N
D,0,D,42,53,259484,N
D,28,A,58,57,451613,N
D,16,D,32,184,85711.2,N
D,18,D,9,28,127506,Y
D,44,D,59,233,426756,Y
D,7,A,41,276,416135,N
D,0,A,20,69,266701,Y
D,31,A,8,269,445082,Y
D,15,D,14,244,143651.05,N
D,43,A,36,176,486847,Y
D,8,D,42,72,495453,N
D,7,A,52,198,363506,Y
D,23,D,9,236,180334,Y
D,12,D,26,29,93997,N
D,33,A,44,41,276238,N
D,1,D,26,195,30365.9,N
D,35,A,55,162,7553.33,N
D,4,A,3,115,310602,N
D,5,A,55,114,218772,N
D,34,A,18,36,300089,N
D,39,D,54,199,328333,N
D,15,D,21,9,162114,Y
D,23,D,37,144,116092,Y
D,36,A,37,299,151357,Y
D,31,A,17,160,247948,N
D,7,D,48,25,234413,Y
D,36,A,33,17,131046,N
D,47,D,13,204,303079,N
D,44,A,21,295,106250,N
D,50,A,60,299,494812,N
D,12,D,53,21,384701,N
D,15,D,28,149,70406.2,N
D,8,A,59,300,300211.05,N
D,37,D,32,136,15259.3,N
D,27,A,59,35,153111,N
D,5,D,39,228,58565,Y
D,6,D,32,246,458815,N
D,7,D,23,300,359493,Y
D,23,D,21,138,352718,Y
D,39,D,34,125,56962.8,N
D,38,A,11,285,69597.5,N
D,46,D,31,273,30915.3,Y
D,9,D,60,181,354091,N
D,49,A,54,222,440489,N
D,1,A,57,147,463118,Y
D,18,A,5,240,323267,N
D,41,A,30,6,328654,N
D,27,A,28,159,399106,N
D,17,A,7,131,42497,Y
D,3,D,13,87,39338.4,N
D,35,A,53,65,397229,Y
D,33,D,3,276,453581,N
D,35,D,35,258,222297,N
D,17,A,9,205,381771,Y
D,29,D,54,277,63295.4,Y
D,32,A,60,176,19745.5,N
D,34,D,40,229,188498,N
D,34,A,44,132,375774,Y
D,18,A,54,170,86993,Y
D,5,D,59,0,165380,N
D,26,D,14,172,66850.8,N
D,1,D,5,20,364498,Y
D,42,A,46,17,378124,Y
D,14,D,18,120,333979,Y
D,28,A,37,135,124561,N
D,15,D,9,87,235176,N
D,43,D,48,44,110797,Y
D,31,D,44,17,124866,Y
D,19,A,28,275,231208,Y
D,7,A,25,285,167318,N
D,21,A,37,73,261864,Y
D,18,D,52,95,123432,Y
D,20,A,12,166,96606.3,Y
D,14,A,50,209,470931,N
D,27,A,23,267,354381,Y
D,38,A,36,83,327586,N
D,36,A,35,190,347667,Y
D,14,D,49,265,340922,Y
D,10,D,3,226,120777,N
D,16,D,4,55,409833,Y
D,39,A,58,159,436277,Y
D,3,A,44,189,333934,Y
D,47,D,51,271,220313,Y
D,34,D,54,207,223502,Y
D,0,D,33,12,142369,Y
D,20,A,4,187,294046,Y
D,32,A,26,87,394482,N
D,3,D,58,129,228599,Y
D,5,A,24,219,68605.6,N
D,28,D,35,203,492767,N
D,45,D,1,21,14008,Y
D,26,D,5,160,381130,N
D,29,A,1,7,236305,Y
D,28,D,41,1,189428.05,Y
D,22,A,13,149,423658,N
D,25,A,50,246,70406.2,Y
D,36,D,23,187,70848.7,Y
D,16,D,3,145,398602,Y
D,47,D,60,119,116520,Y
D,12,D,31,207,238258,Y
D,45,D,20,57,43183.7,Y
D,19,A,51,279,207831,Y
D,15,A,37,221,249641,Y
