D,0,D,100,300,500000.00,N
D,0,D,90,25,500.00,Y
D,0,A,3,300,2500,Y
D,1,A,2,300,2500,Y
P
W
D,2,D,100,300,500000.00,Y
D,2,D,90,25,500.00,Y
D,2,A,100,300,500000.00,Y
D,2,A,4,300,500.00,Y
D,2,A,3,300,2500,N
D,2,A,2,300,2500,N
D,2,A,5,300,2500,N
D,2,D,100,300,500000.00,Y
D,2,D,90,25,500.00,Y
D,3,A,100,300,500000.00,Y
P
W 
D,3,A,4,300,500.00,Y
D,3,A,7,300,2500,N
D,4,A,8,300,2500,N
P
W 
D,4,D,100,300,500000.00,N
D,4,D,90,25,500.00,N
D,4,A,100,300,500000.00,N
D,4,A,4,300,500.00,Y
D,4,A,3,300,2500,Y
D,4,A,2,300,2500,Y
D,4,A,5,300,2500,Y
D,4,D,100,300,500000.00,Y
D,4,D,90,25,500.00,Y
D,5,A,100,300,500000.00,Y
P
W 
D,5,A,4,300,500.00,Y
D,6,A,7,300,2500,Y
P
W 
D,6,A,7,300,2500,Y
D,6,A,8,300,2500,Y
D,6,D,100,300,500000.00,N
D,6,D,90,25,500.00,Y
D,6,A,6,300,500000.00,Y
D,7,A,4,300,500.00,Y
P
W 
D,7,A,3,300,2500,Y
D,7,A,2,300,2500,Y
D,7,A,5,300,2500,Y
D,8,D,100,300,500000.00,Y
P
W 
D,8,D,90,25,500.00,Y
D,8,A,100,300,500000.00,Y
D,8,A,4,300,500.00,Y
D,9,A,7,300,2500,N
P
W 
D,9,A,7,300,2500,N
D,9,A,8,300,2500,N
P
W
